0.000000000000000000e+00,6.771302000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.067795533284437170e+03,7.597760007229200710e+03,6.763797045319098048e+06,3.187166530582435662e+05,0.000000000000000000e+00,5.025979029128491504e+01,-1.066612044926397630e+03,7.597760007229200710e+03
6.000000000000000000e+01,6.755659755017363466e+06,-6.401839937131847546e+04,4.555145805621808977e+05,-5.212071413754335936e+02,-1.065328835622446377e+03,7.580208541370794592e+03,6.751185399717971683e+06,2.540329455247592123e+05,4.555145939284237102e+05,-4.704858086942432465e+02,-1.088680644081555329e+03,7.580208526836524470e+03
1.200000000000000000e+02,6.708805323700310662e+06,-1.277410068286447204e+05,9.089244922954142094e+05,-1.040005684438680646e+03,-1.057940171188398381e+03,7.527635462167912920e+03,6.707382220005406998e+06,1.881755811791603337e+05,9.089245311133479699e+05,-9.890575065787120366e+02,-1.105719372480372613e+03,7.527635387883431576e+03
1.800000000000000000e+02,6.630955052533802576e+06,-1.908734788559119916e+05,1.358135372257501818e+06,-1.554000851639703797e+03,-1.045663581158775969e+03,7.440282985177013870e+03,6.632589863214881159e+06,1.214487955543854478e+05,1.358135234243317740e+06,-1.503059639734436360e+03,-1.117649487940414701e+03,7.440283266882132011e+03
2.400000000000000000e+02,6.522468772424009629e+06,-2.531240298687502218e+05,1.801071058135984698e+06,-2.060815598322075402e+03,-1.028555916136534506e+03,7.318555623457065849e+03,6.527153717715268955e+06,5.416086571434121288e+04,1.801071303729780018e+06,-2.010119816771678643e+03,-1.124415892089579074e+03,7.318555094194961384e+03
3.000000000000000000e+02,6.383847788207452744e+06,-3.142050940183245693e+05,2.235685412596875336e+06,-2.558106812278647340e+03,-1.006696282379705281e+03,7.163016247281313554e+03,6.391561380663928576e+06,-1.337718103648058604e+04,2.235685420051666442e+06,-2.507888676736697107e+03,-1.125987379776054240e+03,7.163015907693784357e+03
3.600000000000000000e+02,6.215731832357430831e+06,-3.738346051194088068e+05,2.659971430446103681e+06,-3.043584711077980046e+03,-9.801851253048996568e+02,6.974379562925869322e+03,6.226438829342280515e+06,-8.085352358439558884e+04,2.659970966795380693e+06,-2.994072866280291692e+03,-1.122356552358033696e+03,6.974381192035508320e+03
4.200000000000000000e+02,6.018898693792477250e+06,-4.317367868272403139e+05,3.071966861029997468e+06,-3.514997554717061121e+03,-9.491456730116444760e+02,6.753522383879051631e+03,6.032549106344999745e+06,-1.479562918946216232e+05,3.071966884589346126e+06,-3.466425249983928552e+03,-1.113540239659930194e+03,6.753523156383119385e+03
4.800000000000000000e+02,5.794257488118961453e+06,-4.876442743020820199e+05,3.469769304663060233e+06,-3.970167323391588980e+03,-9.137213159522164005e+02,6.501464986223468259e+03,5.810788370244773105e+06,-2.143754067988001334e+05,3.469769424685565289e+06,-3.922758795131188890e+03,-1.099579361344379549e+03,6.501465098940039752e+03
5.400000000000000000e+02,5.542844735388685949e+06,-5.412989384644215461e+05,3.851542077508466318e+06,-4.407001130982972427e+03,-8.740745666875732240e+02,6.219363706914868089e+03,5.562180281199466437e+06,-2.798042097045072005e+05,3.851541851768303663e+06,-4.360972321173407181e+03,-1.080537970777299506e+03,6.219365987445060455e+03
6.000000000000000000e+02,5.265823686309736222e+06,-5.924525679672867991e+05,4.215519064063214697e+06,-4.823473069078061599e+03,-8.303896214592870137e+02,5.908529170313507166e+03,5.287874272601692006e+06,-3.439401858303938061e+05,4.215519005491442047e+06,-4.779037383165801657e+03,-1.056504370842959588e+03,5.908532782697346192e+03
6.600000000000000000e+02,4.964474579405631870e+06,-6.408688658843467711e+05,4.560018924332198687e+06,-5.217654203484842583e+03,-7.828689974471564028e+02,5.570402361028786800e+03,4.989137934100449085e+06,-4.064870264201337704e+05,4.560019406616372988e+06,-5.175018794527894897e+03,-1.027589924467239825e+03,5.570405111062028482e+03
7.200000000000000000e+02,4.640187820666885003e+06,-6.863243980628298596e+05,4.883451841709837317e+06,-5.587731381101300940e+03,-7.317308773937666047e+02,5.206535729941249883e+03,4.667349921058714390e+06,-4.671560079073989182e+05,4.883452684700091369e+06,-5.547094587374388539e+03,-9.939272952814515065e+02,5.206536075073360735e+03
7.800000000000000000e+02,4.294461238717131317e+06,-7.286090454583248356e+05,5.184322741509435698e+06,-5.931997921811024753e+03,-6.772108492017455319e+02,4.818605572080208731e+03,4.323997978828582913e+06,-5.256665945017973427e+05,5.184323199271813035e+06,-5.893543641834000482e+03,-9.556723397705175103e+02,4.818609844929775136e+03
8.400000000000000000e+02,3.928895626718197018e+06,-7.675271797679885058e+05,5.461239656028099358e+06,-6.248853657363492857e+03,-6.195630604311600109e+02,4.408420241299584632e+03,3.960669829325070605e+06,-5.817483276422887575e+05,5.461240416900672019e+06,-6.212759252177558665e+03,-9.130028608283250833e+02,4.408428255957080182e+03
9.000000000000000000e+02,3.545178250777711160e+06,-8.028992252415044932e+05,5.712924837409153581e+06,-6.536835308643983808e+03,-5.590536667159167337e+02,3.977873533338317429e+03,3.579042120046718512e+06,-6.351424111612619599e+05,5.712926476623184048e+06,-6.503270867596992503e+03,-8.661150870990910562e+02,3.977878504348952902e+03
9.600000000000000000e+02,3.145079538910361473e+06,-8.345618773103542626e+05,5.938216313270232640e+06,-6.794619044324366769e+03,-4.959600544293391522e+02,3.528939154798551499e+03,3.180876727573931217e+06,-6.856021783100045286e+05,5.938218271318156272e+06,-6.763740626235846321e+03,-8.152243788338382728e+02,3.528939324823148127e+03
1.020000000000000000e+03,2.730449617921679746e+06,-8.623686459816861898e+05,6.136071753151569515e+06,-7.021012555057798636e+03,-4.305741936596037931e+02,3.063694580805546138e+03,2.768017118091848679e+06,-7.328941123899929225e+05,6.136073482923963107e+06,-6.992959209225498853e+03,-7.605679368556795907e+02,3.063701633078227133e+03
1.080000000000000000e+03,2.303206982114830986e+06,-8.861910031360071152e+05,6.305576631963247433e+06,-7.214965463939617621e+03,-3.632004103598186475e+02,2.584305203031777637e+03,2.342369600832222495e+06,-7.767999089658247540e+05,6.305578961145111360e+06,-7.189866907251887824e+03,-7.023985393005708602e+02,2.584316954347113096e+03
1.140000000000000000e+03,1.865322839043101063e+06,-9.059190635229706531e+05,6.445949075522014871e+06,-7.375582864543988762e+03,-2.941492004462758132e+02,2.092980314718956834e+03,1.905898233924924862e+06,-8.171169218790060841e+05,6.445952187398993410e+06,-7.353557202349998988e+03,-6.409830413525570521e+02,2.092985560706104025e+03
1.200000000000000000e+03,1.418818916309182765e+06,-9.214616643416010775e+05,6.556540426794002764e+06,-7.502124869384034355e+03,-2.237376426950128803e+02,1.591976048589713628e+03,1.460620622935320251e+06,-8.536586967152091675e+05,6.556543659307481721e+06,-7.483273770972852617e+03,-5.766051457931340565e+02,1.591977166415147622e+03
1.260000000000000000e+03,9.657605386313647032e+05,-9.327469086299950723e+05,6.636839112313350663e+06,-7.594005897895759517e+03,-1.522925119738115427e+02,1.083617528644294453e+03,1.008596855682549300e+06,-8.862562744760160567e+05,6.636842450665763579e+06,-7.578416058248266381e+03,-5.095644527318045220e+02,1.083622307010906525e+03
